Feature_1,Feature_2,True_Label
9.396968799891837,-1.063218575067171,2
-0.4750223394393689,-8.406438880581527,3
8.246643863741157,1.7067182028759318,2
0.11180015489893425,3.9872950646641767,1
9.950416044824836,-1.4392965662476391,2
-7.801247618806028,5.454386723800413,0
-8.462243056539835,4.16345685136199,0
-0.469637562163016,-7.947220448769195,3
9.109155952954978,-1.001018401110061,2
-9.794694684045528,6.026719329863166,0
10.03670268253068,0.7265652593906372,2
-7.099650172792668,5.231874410493486,0
-8.258304908114546,5.178692149281611,0
-2.327703146365485,5.054227064960736,1
-0.21152598344941942,4.484792618618229,1
-0.9917242465974947,5.117918185248839,1
-2.3850503444929014,3.3944007047064506,1
-7.3324572872017875,5.72385103176564,0
0.09897804885196244,-8.751009155222912,3
0.4047498297261231,-8.809884963712406,3
8.660804298768795,0.29810743534286216,2
1.2421437764049563,-10.060038609629164,3
9.623387616388047,1.1886546554643784,2
9.511789085517107,1.400065681499131,2
9.036558924267931,-0.18738082064796358,2
-0.27448260776315037,-7.947344863037262,3
0.16293371088658845,-9.50580782633264,3
-1.7057286454139309,4.500638476400891,1
-8.553522718036747,6.958005682199637,0
-0.06351795284514217,4.519364649696168,1
1.5458543726723355,-8.783062984389774,3
-1.003679218314535,-7.217931257372443,3
-0.12463882310451221,-9.689654630503183,3
-7.2711793961873274,5.428189471188245,0
-8.208254840130058,6.1863971123041805,0
-7.060905510177389,5.334844843271841,0
-0.453340850557967,4.5469192090638355,1
9.504115434526668,0.629707795171111,2
0.003007418122806079,-7.694198308648864,3
-1.4384684377722183,5.3796868046940745,1
0.4776517867629262,-10.112561397440865,3
-0.9211144737554072,-7.902967797718711,3
0.026195752841838657,-8.835085401004683,3
-1.2715531813898318,5.044148964762694,1
0.7690041990853483,-8.072511010556912,3
10.887439260705715,0.18057807094485978,2
9.817804445259087,-0.3813518487619312,2
-0.813721950317455,-9.597544301347522,3
-0.7984527769710396,-8.816285214423452,3
11.305357893691008,0.10581568264844277,2
-0.161733242756933,-7.763030365250204,3
-7.1532744595716755,5.721844273167379,0
-8.628118580800681,4.175965562435486,0
0.7380997591613995,-8.032560635975415,3
-0.8313869784511567,-8.827651630247201,3
-1.0603647699269154,-9.313115218118893,3
-1.1385674193938347,2.9862588594126587,1
8.390847002637445,1.7062866284840088,2
-0.6427129978633566,3.530970305194688,1
8.274019974481687,1.5482316386031836,2
-1.0891831778973613,5.861580592933083,1
-1.5211500213141027,5.100107215912422,1
10.985893647644897,-0.08158923945846208,2
-2.873923777802405,6.120339997469102,1
-2.2915284396471147,5.001466504584993,1
-0.23632002571644606,-8.435501343662716,3
9.010182845219836,-0.30873255991926807,2
-7.634316973046253,5.265196389986278,0
10.300831678286425,0.7307155731378091,2
0.3928955805581006,-9.50028860471396,3
-8.549654572872772,6.552844582677501,0
-1.3380453993731694,2.949414501192946,1
0.23842014257637034,4.47604403659205,1
0.3592468451609118,-9.351987139529552,3
9.473400102868549,0.19082478336730346,2
-0.8380998038422751,4.444896476665698,1
9.472707294455255,1.1895268743360674,2
8.41442694823662,1.117044965280178,2
-1.702018878341964,2.7714239789926705,1
-0.9145637665878236,5.406418316787239,1
9.262740509845065,0.279098541043518,2
0.8785949088731053,-9.091745590182233,3
-8.069594713163454,5.389290712648975,0
0.47556517712545754,-8.288633166065543,3
0.26861580892312376,-7.3985098478468005,3
-0.11941702066096124,-8.428397302334632,3
-0.8543931638807043,3.588103855238767,1
-1.1193305350389708,-7.979878744645196,3
-8.798016496863006,3.7677237632249145,0
-8.392687024351563,5.800438033246547,0
-2.646832731245882,4.290943431462423,1
-0.5755022395940895,-9.1850436477659,3
-0.9680154926799485,4.330244690205373,1
-7.600283170724998,6.969880042297566,0
0.4463248664044723,-8.354413625587169,3
1.0339636736829796,-8.317741538350877,3
-1.4074109747909302,4.287501436813783,1
-8.713989201960986,4.654390170035729,0
-8.890612080764306,5.766153490383573,0
-8.167336731114846,7.396451887048452,0
8.560019383771719,-0.42815324653314857,2
-0.6232873948372443,4.398051861570805,1
8.895750657475542,-0.4544015468947955,2
-0.991271039163803,5.444758663793727,1
-0.23610195280786916,5.120440705069974,1
0.25622916659958683,3.2714846427335478,1
11.670621281532451,2.355665672596313,2
-1.8854795686452075,4.623149715673959,1
10.061093598196429,1.5741961123104604,2
-0.6855522202443701,3.877067043493734,1
9.88263813837648,0.6685679376422988,2
9.170848459879497,0.9535012166454558,2
-0.3658899634035577,3.8233854113954955,1
7.7203911376046905,0.8289828942686269,2
-8.456038421688408,5.255120969957499,0
-1.016654633967958,-8.32142156530595,3
-2.644167905308791,4.770950243066997,1
9.503426139726892,1.8842592617521297,2
9.351579101790552,0.9550852389226765,2
-8.668033475458893,4.43578271480966,0
-8.034838116698193,6.139679036447001,0
1.073016432406223,-8.417625853975599,3
-2.7604144732798863,4.9784338438022795,1
0.09974893973019464,-9.227915228843061,3
-2.304907872840114,5.177880201952001,1
-7.2757229200427895,5.372267655941989,0
-1.6145496750257822,4.777612786934544,1
9.67091829990443,-0.5246977991476893,2
8.986079762835237,1.4997277288906536,2
1.3021152171430148,-8.758564933549643,3
10.629646262282057,0.20665566720324857,2
-8.783546167149966,7.221633621411183,0
0.37804650236169146,-8.703816034732524,3
-6.944219122655303,5.788217322112048,0
1.1129879840516057,-8.52703348346802,3
-0.43256664247247073,-8.671657975111975,3
0.07391134860838763,-9.223586940324838,3
-0.4856156166874164,4.350689937465853,1
-0.5468580998443375,-9.335270043977046,3
9.810709094473749,0.4509627829250783,2
9.21831496736162,1.3983589934391598,2
-8.483627961806011,5.53784507561264,0
-7.950069649558368,6.313857688658719,0
-0.7326534330125808,-9.567129429645254,3
9.31290684902215,0.012039250461978956,2
-9.8405055750545,4.1558969180185,0
9.39966682967068,0.14134838064892252,2
-0.24574076031811526,-7.963766744382273,3
9.454662200241957,1.4490507178304988,2
-10.035416691356957,5.897040471855643,0
-8.974177391694264,5.461137235845716,0
-8.898517214060567,4.700805934237829,0
10.35462455188894,1.8197268190083489,2
9.07892409727892,-0.020630766403225365,2
9.896431022951766,1.3874993514105536,2
10.10637321570981,0.4339694629364363,2
-9.012750362421714,5.553681884762233,0
2.031058379681765,-8.178880388694363,3
-8.01938470265847,4.996106087665121,0
9.035956746268079,0.14063298965778537,2
-0.6621297543064705,-8.160417697331134,3
-8.698720542771591,4.369494007832313,0
1.345568900078597,-8.093409895349065,3
-0.8514477273304373,4.0106841553792085,1
10.793776760147216,1.6335540845718113,2
11.84864399251026,0.281845371333971,2
-1.6344089585590058,4.980594089342067,1
-8.747527831262346,5.220834523095475,0
-8.768888987279134,4.073279941977918,0
8.868515756592469,0.27833407742446803,2
10.07039220767165,0.9472628790682514,2
9.546231443522185,1.2017082017623093,2
-0.8815152615421513,-8.06661820536449,3
0.6023948517623297,-7.698367364559606,3
-2.063920222210286,4.487525930554173,1
-0.20614127116795178,3.7083511901486395,1
-1.3653751605673996,4.285460410466206,1
1.0815901119125617,-8.949232794406434,3
-8.579735970574333,5.350794772331189,0
-2.476845488661083,5.076283717062412,1
9.493300395224367,0.8279235551166971,2
10.180053448340448,0.5771540353241653,2
-8.704221305737482,5.838222526618213,0
-1.5867304356197645,4.331556927374057,1
9.028017781145074,-0.33711963299477143,2
7.093786427357923,-0.4444829869604776,2
9.013892359427592,0.4679821787877975,2
10.015768918695596,1.0492041876024514,2
9.872371682563301,-0.3830485668720771,2
-8.254266273512885,4.37715621930642,0
8.3850635022556,0.7594184134932408,2
-1.9840386625732829,4.364283036544825,1
-9.042676769419689,5.995276182593553,0
-0.26678961588945194,5.253749144489197,1
-8.992318446834744,6.996437636281208,0
-1.7890881837090125,4.9356797992475885,1
-1.5680284286280186,5.290400621269037,1
0.08572122141586265,-7.521716483691802,3
0.6621610627930755,-9.273378548767559,3
-7.702473825007729,5.825284983870125,0
-0.4216891502054811,-7.620366417171356,3
-1.2471004844781788,4.971997985661851,1
0.8391846738415358,-8.95566687569608,3
-1.6521591467604646,4.696750703284529,1
-8.084766054727494,5.142798028387495,0
-1.006804372754975,-8.34556859863429,3
-8.967371771793234,5.308550062066514,0
-9.165426205789453,5.897872124592354,0
-8.082933879806708,5.888127845563167,0
-9.468648223605669,5.1864340666393245,0
-1.2422109483482235,5.583703660616027,1
-1.6865800550179413,4.128668034622719,1
0.9332545646642286,-8.689576048152627,3
-1.0130643168373101,3.870050967862403,1
-1.3333426903906829,4.053993715700243,1
-0.38343655846861957,-8.663969189336196,3
-1.6063419197032385,3.672490829647333,1
-0.07275542449019137,-8.957556596055621,3
-9.33622212792142,4.132435071419431,0
-8.474546521207202,4.194596399725956,0
-8.141432121082447,4.859540119431719,0
-1.003157272646728,-10.03195503672077,3
-1.6446493712957506,4.716632238773191,1
-8.386915515325072,6.748967461389299,0
-9.6218049853493,5.999675143347125,0
-8.510143036409373,4.437832885485033,0
-2.088529377578026,3.8195366914734326,1
-7.629075573189225,6.051081835704218,0
-9.437210089000642,6.767956346573112,0
-0.8507452109763277,5.35913594514609,1
-6.665876623219847,6.293607308205353,0
-7.964143946270903,5.702874226612096,0
8.85175428906826,0.5401910888855036,2
-8.713603202383117,6.635883998983632,0
-0.5660290004832779,-8.99198579068013,3
-2.502414136294445,4.67568182465311,1
-8.030169963007346,5.6974805690319235,0
8.950170505891007,1.0133631441517743,2
-1.387720573428762,4.94321175069999,1
-1.3046003840083438,5.232595722796476,1
9.687276249915088,1.4001564415212604,2
-0.31556263640642324,4.191540210639606,1
-8.53448530556559,6.223417293642687,0
0.5513326447192173,-7.535260985330189,3
-0.22595073208665625,-8.30933429928272,3
0.22675169115761898,-8.439540973216713,3
-9.428707750327403,4.758362395941994,0
-7.659707807990062,6.078774657537933,0
-1.4730149180032521,-9.983629373712231,3
0.041167317040808435,-9.470928785051687,3
9.546326603688003,-0.18188259551818442,2
9.795641203008486,0.18091797556527933,2
-1.1835386928873275,5.249929656694889,1
-1.3179490299607917,3.3481638208369224,1
-8.69254045751748,4.939607777589338,0
-0.6786486696114835,-9.982424304156094,3
-0.4807339560151913,4.5869562471000975,1
0.1385383382213654,-9.128999530621545,3
10.028418114079422,-0.5073288424058369,2
9.480422855697809,0.661401777364525,2
-8.160597657718792,4.443878519201542,0
8.667656113435232,0.48685246907958296,2
9.94361851794098,0.12499664537965804,2
10.636821661099722,1.017668702236289,2
0.8797567618220979,-7.835682438377551,3
-9.460653367502907,5.744696406094106,0
-1.3801038025035053,4.820107350823479,1
-0.748110344075356,5.218112916803713,1
0.7790883529184244,-9.71451967874281,3
-2.5785328460926005,5.281315504987536,1
10.187675519373578,1.1205680540871796,2
-7.250170505806332,6.133910399530022,0
9.98734880611125,0.47691538561422936,2
-0.4629542002913246,4.91792529440678,1
-8.40331027284214,4.5291594048377375,0
-0.20125252417541462,3.9986933117689785,1
8.427833584926196,0.2529755635904213,2
-8.786143397610108,4.921637735100047,0
-9.06787703268451,6.45635195006269,0
1.5398793372530077,-7.840010013089531,3
-8.780572710866066,4.886490355985694,0
-2.1415248017142887,4.2158111940406835,1
0.968277454662493,-9.501780587862829,3
-8.630656062367228,5.125759989711783,0
-0.32246365163415436,-9.07338519800634,3
-1.4716521150026138,-8.288536570389828,3
10.407890679467952,-1.465910401194992,2
-3.075961990063096,5.192028347791172,1
1.5439517887186236,-10.81804178589388,3
9.65738913851909,2.1931383931882227,2
-0.8322131723893847,3.890195807342293,1
9.59052457668021,1.161775117914215,2
9.047009793900212,1.3154052642819947,2
0.45889296925225165,-8.46433803865697,3
-0.8751901200719412,-8.325389868791477,3
-0.757312849734213,4.229441113438728,1
8.832889546753343,-0.15743224784244225,2
-1.9752744232671204,4.798741021511607,1
-10.125366055017796,5.068648373068846,0
-8.62891926608424,6.156211132625954,0
