Feature1,Feature2,Feature3,Feature4,Feature5,Label
6.509531580558568,10.205355475545048,43.79960634739417,0.811146800805163,212.85586577169192,2
2.521627789110728,12.827212611373852,22.024692158709644,0.8205896089061713,463.6048629963482,2
4.924531174340531,13.08549076419508,46.86249276430186,0.8374514146875617,274.0544417812801,1
7.923362252708106,7.496743264988198,35.85525792076092,0.10943287225479709,323.5049291897821,1
3.657927739625886,14.597173825602683,32.066850759263886,0.4050558129333861,287.8853188323918,0
2.3424666142554083,6.887551692137338,30.967559146260946,0.2881148157368144,218.73614285831906,1
1.2023049208974559,7.839242410374325,39.88704031097262,0.1074607088844915,207.10760968925825,0
4.782020430381019,12.561214456585612,26.130769744273238,0.7157925122166375,348.8385733693679,0
3.1481392712180143,9.932642544991248,22.340257154922927,0.8909442201285591,263.50190224083946,0
4.038905726999131,14.61450724867382,30.73887563799135,0.5274739608627547,345.08122797527346,1
9.916412181677908,14.32542032975425,37.647165404826836,0.3392161338986733,263.04317240330624,2
3.139538085100205,9.349153005160018,26.296404734872716,0.7506441016699646,433.60836331030544,0
1.7307339350609041,11.964985938765398,35.02573369213019,0.3087526862701194,265.773151593006,2
7.026402144219668,12.371353226478606,49.442848486145934,0.6068443147445814,317.93531882018385,2
6.591186274606272,5.3733434189729365,43.69382461525758,0.1846029342504168,210.79742848046766,0
3.468281771858666,10.966464661153942,44.51611166544716,0.37281483716091746,256.7684003904662,2
5.195992689054758,13.102501420270249,49.22740410484376,0.48991332006187605,268.2891204803086,2
2.0653097601095523,14.841605714416556,32.31825935485043,0.23775252370342806,308.54650468552273,2
1.6656180772888378,11.357581780144447,37.26955952014574,0.5020641216193406,122.12422265499225,0
9.106967612446153,13.056756395200562,33.08951474768402,0.1468713143256407,133.29689830928265,0
8.145663044316656,12.236393345949585,43.79438406017135,0.41444224896352333,388.2053902312126,2
8.56512683851853,7.337575226135536,35.41291169280086,0.559856991805672,316.28306108348454,1
8.336867117076466,8.286889930308767,30.674515853231362,0.8071032605838564,151.02544322477564,1
9.918593661973691,9.491590101654399,36.51235345701021,0.7478165955394963,404.84299513517385,0
6.195464466469114,14.846004184039046,49.50716747194308,0.3821686389138015,255.1233100532913,0
8.32390225332839,6.366528886708753,40.27773301614207,0.44540414391792116,467.9690751542091,0
4.7918608965929685,14.927191556365761,29.729139658604318,0.7866822666036412,195.33134234856794,0
1.2470316383183837,14.795379148957782,47.047726013488514,0.5842764937931072,269.9641916327506,0
5.087229788426229,6.919493446955075,24.09235315495299,0.6957113115239406,143.3117967353063,0
1.947934767835838,9.221307467009748,46.11694888345598,0.24809532104497045,457.32755779374446,1
8.35498055399492,5.713553630883181,31.091066066829434,0.518429489868716,450.90875731990076,2
7.279549611360694,12.621999602016032,37.31488034422363,0.5487451119584041,376.5089341522845,2
6.087568612057538,13.3315300849091,46.74256992821944,0.10308179327194669,142.57547314584406,1
3.468045659036608,8.878281827648532,48.49844156790502,0.4487788574077476,380.3144467298649,0
9.986263693206844,9.749445987776303,29.78809713062851,0.1219546388612665,304.8859548759714,0
2.242378477503424,11.105757792642512,41.45874430496983,0.3706652626081671,174.49084173844682,1
6.538741187213101,11.99794132848521,30.259841427456514,0.1850195343777017,206.5188999435125,2
5.365326707545893,9.527149903258142,38.552999265322214,0.14606333056392506,434.2393423605819,1
4.645243323039761,9.88443048562463,44.270413771500024,0.5472919841992934,402.9761168909638,0
7.55064186851371,5.975184074600972,49.18076241443213,0.8509010487058125,285.88487126989025,2
3.905325329359508,14.20531412540302,37.15266538423688,0.8762009692578576,161.4539883703617,2
4.6049099492510654,13.963737555523855,48.95058146766738,0.8277102625091078,454.95540780487454,1
3.8706976329463396,11.787012396735445,42.1759931809416,0.48554702574202424,435.213909875495,0
9.524996464532874,12.478331779260884,44.18205579229592,0.22857349463256293,238.8533765907182,1
9.268375260379909,5.231347592022335,24.79647670901244,0.7011147495673571,445.4345040757635,2
8.324599401282564,9.572493729002872,40.57688743626004,0.8544133213140956,244.8967245621801,2
1.306693823685416,7.916011954192616,23.767648556803962,0.22096752675487208,296.26757794970274,0
9.490355822304684,5.268490691284712,44.06834224742974,0.8617307223021536,262.19408632311024,1
9.55395248423951,8.539636961662428,38.31099286639305,0.4425462636396825,389.2822000067872,0
8.259319455608587,10.746938284762791,26.499299443459588,0.11894579052757487,202.5374887177681,1
5.331502379827095,9.342441269651072,24.644995864240734,0.8348405434133958,154.8988869435648,0
9.700833034869161,11.948903098390844,47.105023551064576,0.21050073855211604,465.734568522914,1
4.75281175957289,14.894149922837151,20.834320917678486,0.10565166632458292,458.3856816057254,0
3.8695611332905684,13.203719046587874,29.32802311461474,0.5400274846988585,108.61315818836914,0
1.1479853584397781,12.252691127635362,46.04067048275965,0.4472531696898494,161.61276647818534,2
1.343637331151264,11.394790562169156,31.752321950084095,0.7040299509952396,264.8586478801219,2
1.4778068540049103,8.563816572399125,43.95840218020207,0.8488226849017914,354.69980821065894,1
2.1516473317377827,12.678498884743952,35.009759571441435,0.6596809993358772,384.96446282220364,1
1.300448435115293,14.80425373089489,40.76698402785398,0.7842281825924665,425.32514825160155,1
3.037789831595815,8.859094966429272,36.89181633971074,0.22845913332950385,181.72431837145618,2
5.895180147837351,13.395988564465833,40.72478813169373,0.20401004909153908,361.1548680112707,2
