Feature1,Feature2,Feature3,Feature4,Feature5,Label
4.370861069626263,2.666196359547577,33.55351153623154,0.672702994208898,307.39814522761674,2
9.556428757689245,5.877108526405223,32.22809191647998,0.7966813971913723,412.44454818499383,2
7.587945476302646,8.856512522887675,91.5629122468933,0.250467898792499,392.07241840557157,2
6.387926357773329,7.590023977686051,32.45915798645555,0.6248740996069989,119.25495711219816,1
2.4041677639819286,8.259050330753048,34.47547535157679,0.5717459831437487,117.16226138366326,2
2.403950683025824,6.929050300396456,78.34584361761674,0.8328303767882711,170.678465485211,0
1.5227525095137953,7.230489080660672,50.4765858205486,0.9060870604812605,212.48362685346675,2
8.795585311974417,8.642760864087872,79.9039501259663,0.012156771477386807,233.80501163381717,0
6.41003510568888,3.2470120797326736,15.882954180794671,0.6740199190587927,355.8637475750054,2
7.372653200164409,5.404824672788264,53.88140743060459,0.05183579911972902,75.50619447462593,2
1.185260448662222,2.99088497637642,13.025224016495436,0.5488586650773559,65.60271690172988,0
9.72918866945795,9.889012071969823,15.638788310981907,0.2876327290436782,226.35975332475905,2
8.491983767203795,9.49653405717952,91.57937080099698,0.3067765995221412,363.72366146209123,2
2.9110519961044856,1.354841302316553,22.532083400583566,0.3529585034523566,137.04590433041716,2
2.636424704863906,7.350176552641196,57.91786140476954,0.6212924490496101,338.67701656531324,1
2.650640588680904,9.327234856740992,46.99860423406359,0.3340499656687692,166.92266207313475,0
3.7381801866358395,2.6251781061460018,41.26089936329584,0.7326990505902804,448.73874896608237,2
5.72280788469014,6.111507074973665,90.98500111185452,0.4045273855738697,453.0604749199774,0
4.887505167779041,9.239394678292376,11.964105709794055,0.06835320030995862,183.7792419265969,0
3.6210622617823773,1.3055138072721895,69.74107175580302,0.7837598424841072,153.49718928345823,0
6.506676052501415,7.276782405221559,96.70549907921954,0.285758324592706,235.08678742980408,2
2.2554447458683766,3.676141066352957,60.41513651156578,0.43276687959926263,158.23921333106694,2
3.629301836816963,9.319565758388773,94.31402158297827,0.6854438832219015,352.57272948126666,0
4.297256589643226,9.73952420648831,14.703209135742139,0.332456157148712,421.72910804672847,1
5.104629857953324,9.498398402020905,47.69139871667453,0.056585656146715624,352.8914589100477,0
8.066583652537123,5.267927949917174,33.414201186584606,0.3739210470128136,420.95770126220725,1
2.7970640394252375,8.758383858903821,75.77388684826568,0.9444485826943034,228.64647299336335,0
5.628109945722504,8.600944586815633,98.31673814475221,0.6417343972985582,120.34263681898739,0
6.331731119758382,3.871904259189301,33.0877056199823,0.6714791486672069,382.0779263289165,0
1.4180537144799796,8.460239267356096,68.8757141326667,0.6322821536376398,212.21352731369925,2
6.467903667112945,1.3330687124394336,27.82878694837661,0.1989921389594368,352.0718713531096,1
2.5347171131856236,6.366428906338477,60.879722911444894,0.41833386410228013,171.78977389179454,1
1.5854643368675156,3.0700795355893273,51.75392380195026,0.7509397983633183,86.5533356630027,0
9.539969835279999,2.0851019719955093,97.48047966683833,0.10137289755315915,496.6618079694935,2
9.690688297671034,1.6925788146628824,64.76745454268199,0.27785277608971226,120.29067856876968,2
8.275576133048151,7.266598982903258,41.455573487813695,0.2763191084658536,494.78944728356646,1
3.741523922560336,4.058874673912595,20.268620639914005,0.432018927594506,489.7759696549013,2
1.8790490260574548,7.522900943758853,23.612214586144113,0.9803687409421851,407.2181467586178,1
7.158097238609412,1.5882070671904813,30.27852369561116,0.06750254668382194,346.74033293689894,1
4.961372443656412,3.837613040475493,32.58699952062682,0.518700994380595,310.0131726129881,1
2.0983441136030097,5.855421631378035,86.5554452057024,0.17936468201221045,439.7456954200256,2
5.456592191001432,8.116508483550671,60.510050945427245,0.9706765454097441,180.24778472876957,1
